{'idx': 773, 'pred_ans': '3', 'GT': '10'}
{'idx': 331, 'pred_ans': '13800', 'GT': '8400'}
{'idx': 690, 'pred_ans': '3360', 'GT': '5760'}
{'idx': 515, 'pred_ans': '700', 'GT': '160'}
{'idx': 447, 'pred_ans': '178', 'GT': '5'}
{'idx': 674, 'pred_ans': '20', 'GT': '12'}
{'idx': 586, 'pred_ans': '183', 'GT': '800'}
{'idx': 382, 'pred_ans': '15', 'GT': '350'}
{'idx': 797, 'pred_ans': '9', 'GT': '540'}
{'idx': 139, 'pred_ans': '26', 'GT': '70'}
{'idx': 303, 'pred_ans': '1', 'GT': '1300'}
{'idx': 13, 'pred_ans': '2', 'GT': '18'}
{'idx': 699, 'pred_ans': '2', 'GT': '8'}
{'idx': 1003, 'pred_ans': '5', 'GT': '480'}
{'idx': 110, 'pred_ans': '10', 'GT': '45'}
{'idx': 290, 'pred_ans': '2', 'GT': '390'}
{'idx': 1297, 'pred_ans': '456', 'GT': '60'}
{'idx': 392, 'pred_ans': '36', 'GT': '34'}
{'idx': 750, 'pred_ans': '20', 'GT': '4000'}
{'idx': 1221, 'pred_ans': '64', 'GT': '10'}
{'idx': 124, 'pred_ans': '44', 'GT': '10'}
{'idx': 502, 'pred_ans': '60', 'GT': '26'}
{'idx': 365, 'pred_ans': '20', 'GT': '18'}
{'idx': 866, 'pred_ans': '51', 'GT': '28'}
{'idx': 172, 'pred_ans': '73', 'GT': '51'}
{'idx': 861, 'pred_ans': '12', 'GT': '30'}
{'idx': 905, 'pred_ans': '20', 'GT': '5'}
{'idx': 205, 'pred_ans': '557', 'GT': '98'}
{'idx': 151, 'pred_ans': '3', 'GT': '5'}
{'idx': 894, 'pred_ans': '54', 'GT': '26'}
{'idx': 266, 'pred_ans': '158000', 'GT': '118000'}
{'idx': 752, 'pred_ans': '2', 'GT': '240'}
{'idx': 642, 'pred_ans': '16800', 'GT': '10800'}
{'idx': 31, 'pred_ans': '93', 'GT': '80'}
{'idx': 21, 'pred_ans': '15', 'GT': '14'}
{'idx': 1312, 'pred_ans': '20', 'GT': '180'}
{'idx': 799, 'pred_ans': '2', 'GT': '4'}
{'idx': 194, 'pred_ans': '20', 'GT': '10'}
{'idx': 1302, 'pred_ans': '300', 'GT': '72'}
{'idx': 572, 'pred_ans': '3120', 'GT': '100'}
{'idx': 1004, 'pred_ans': '20', 'GT': '8'}
{'idx': 284, 'pred_ans': '300', 'GT': '360'}
{'idx': 676, 'pred_ans': '660', 'GT': '240'}
{'idx': 1249, 'pred_ans': '44', 'GT': '56'}
{'idx': 1038, 'pred_ans': '2', 'GT': '4'}
{'idx': 441, 'pred_ans': '500', 'GT': '80'}
{'idx': 122, 'pred_ans': '40', 'GT': '48'}
{'idx': 217, 'pred_ans': '2', 'GT': '15'}
{'idx': 499, 'pred_ans': '7', 'GT': '10'}
{'idx': 333, 'pred_ans': '0', 'GT': '100'}
{'idx': 732, 'pred_ans': '64', 'GT': '87'}
{'idx': 406, 'pred_ans': '140', 'GT': '200'}
{'idx': 948, 'pred_ans': '20', 'GT': '15'}
{'idx': 787, 'pred_ans': '1', 'GT': '25'}
{'idx': 675, 'pred_ans': '24', 'GT': '33'}
{'idx': 1235, 'pred_ans': '8', 'GT': '60'}
{'idx': 1168, 'pred_ans': '30', 'GT': '20'}
{'idx': 85, 'pred_ans': '133', 'GT': '44'}
{'idx': 273, 'pred_ans': '405', 'GT': '315'}
{'idx': 891, 'pred_ans': '130', 'GT': '55'}
{'idx': 261, 'pred_ans': '6200', 'GT': '62'}
{'idx': 942, 'pred_ans': '5', 'GT': '205'}
{'idx': 536, 'pred_ans': '2', 'GT': '8'}
{'idx': 41, 'pred_ans': '-500', 'GT': '200'}
{'idx': 922, 'pred_ans': '20', 'GT': '60'}
{'idx': 527, 'pred_ans': '1200', 'GT': '48'}
{'idx': 393, 'pred_ans': '94', 'GT': '20'}
{'idx': 356, 'pred_ans': '20', 'GT': '21'}
{'idx': 652, 'pred_ans': '455', 'GT': '75'}
{'idx': 403, 'pred_ans': '30', 'GT': '81'}
{'idx': 1013, 'pred_ans': '4', 'GT': '2'}
{'idx': 788, 'pred_ans': '20', 'GT': '100'}
{'idx': 53, 'pred_ans': '4', 'GT': '40'}
{'idx': 736, 'pred_ans': '13', 'GT': '3'}
{'idx': 583, 'pred_ans': '96', 'GT': '120'}
{'idx': 1148, 'pred_ans': '20', 'GT': '9'}
{'idx': 1065, 'pred_ans': '70', 'GT': '95'}
{'idx': 180, 'pred_ans': '4', 'GT': '20'}
{'idx': 821, 'pred_ans': '105', 'GT': '35'}
{'idx': 1124, 'pred_ans': '16', 'GT': '64'}
{'idx': 620, 'pred_ans': '1000', 'GT': '1509'}
{'idx': 126, 'pred_ans': '2', 'GT': '82'}
{'idx': 87, 'pred_ans': '80', 'GT': '9360'}
{'idx': 1223, 'pred_ans': '2', 'GT': '8'}
{'idx': 754, 'pred_ans': '20', 'GT': '89'}
{'idx': 718, 'pred_ans': '24', 'GT': '2'}
{'idx': 169, 'pred_ans': '2', 'GT': '120'}
{'idx': 1112, 'pred_ans': '1', 'GT': '5'}
{'idx': 709, 'pred_ans': '600', 'GT': '3000'}
{'idx': 319, 'pred_ans': '11', 'GT': '15'}
{'idx': 772, 'pred_ans': '100', 'GT': '50'}
{'idx': 163, 'pred_ans': '35', 'GT': '50'}
{'idx': 377, 'pred_ans': '4', 'GT': '50'}
{'idx': 660, 'pred_ans': '2', 'GT': '15'}
{'idx': 523, 'pred_ans': '68', 'GT': '74'}
{'idx': 73, 'pred_ans': '147', 'GT': '255'}
{'idx': 1172, 'pred_ans': '465', 'GT': '93'}
{'idx': 281, 'pred_ans': '4900', 'GT': '2450'}
{'idx': 745, 'pred_ans': '20', 'GT': '1100'}
{'idx': 573, 'pred_ans': '2', 'GT': '600'}
{'idx': 1230, 'pred_ans': '560', 'GT': '440'}
{'idx': 422, 'pred_ans': '12', 'GT': '284'}
{'idx': 729, 'pred_ans': '1666', 'GT': '1000'}
{'idx': 230, 'pred_ans': '160', 'GT': '276000'}
{'idx': 1152, 'pred_ans': '25', 'GT': '12'}
{'idx': 506, 'pred_ans': '72', 'GT': '144'}
{'idx': 977, 'pred_ans': '20', 'GT': '4'}
{'idx': 244, 'pred_ans': '25', 'GT': '20'}
{'idx': 231, 'pred_ans': '4', 'GT': '50'}
{'idx': 702, 'pred_ans': '20', 'GT': '2800'}
{'idx': 1278, 'pred_ans': '633', 'GT': '665'}
{'idx': 664, 'pred_ans': '4', 'GT': '32'}
{'idx': 512, 'pred_ans': '120000', 'GT': '120'}
{'idx': 1000, 'pred_ans': '3', 'GT': '1'}
{'idx': 541, 'pred_ans': '38', 'GT': '50'}
{'idx': 181, 'pred_ans': '800', 'GT': '160'}
{'idx': 7, 'pred_ans': '1', 'GT': '160'}
{'idx': 239, 'pred_ans': '4', 'GT': '280'}
{'idx': 945, 'pred_ans': '20', 'GT': '17'}
{'idx': 1118, 'pred_ans': '20', 'GT': '5'}
{'idx': 176, 'pred_ans': '180', 'GT': '100'}
{'idx': 577, 'pred_ans': '86', 'GT': '40'}
{'idx': 407, 'pred_ans': '20', 'GT': '2000'}
{'idx': 283, 'pred_ans': '1', 'GT': '68'}
{'idx': 956, 'pred_ans': '20', 'GT': '1'}
{'idx': 815, 'pred_ans': '8', 'GT': '4'}
{'idx': 128, 'pred_ans': '990', 'GT': '880'}
{'idx': 1270, 'pred_ans': '20', 'GT': '3528'}
{'idx': 1276, 'pred_ans': '60', 'GT': '70'}
{'idx': 363, 'pred_ans': '70', 'GT': '6'}
{'idx': 1195, 'pred_ans': '160', 'GT': '320'}
{'idx': 63, 'pred_ans': '266', 'GT': '1596'}
{'idx': 19, 'pred_ans': '2', 'GT': '6'}
{'idx': 584, 'pred_ans': '180', 'GT': '2'}
{'idx': 426, 'pred_ans': '20', 'GT': '11'}
{'idx': 661, 'pred_ans': '49', 'GT': '44'}
{'idx': 812, 'pred_ans': '2', 'GT': '79'}
{'idx': 1254, 'pred_ans': '20', 'GT': '30'}
{'idx': 1211, 'pred_ans': '4', 'GT': '448'}
{'idx': 175, 'pred_ans': '20', 'GT': '15'}
{'idx': 346, 'pred_ans': '160', 'GT': '9'}
{'idx': 405, 'pred_ans': '800', 'GT': '50'}
{'idx': 1234, 'pred_ans': '36', 'GT': '12'}
{'idx': 1228, 'pred_ans': '35', 'GT': '31'}
{'idx': 850, 'pred_ans': '65', 'GT': '70'}
{'idx': 954, 'pred_ans': '10', 'GT': '34'}
{'idx': 968, 'pred_ans': '2', 'GT': '227'}
{'idx': 562, 'pred_ans': '6', 'GT': '82'}
{'idx': 440, 'pred_ans': '21', 'GT': '98'}
{'idx': 913, 'pred_ans': '3', 'GT': '6'}
{'idx': 1129, 'pred_ans': '12', 'GT': '8'}
{'idx': 1146, 'pred_ans': '2', 'GT': '16'}
{'idx': 974, 'pred_ans': '32', 'GT': '5'}
{'idx': 258, 'pred_ans': '4', 'GT': '6'}
{'idx': 683, 'pred_ans': '2', 'GT': '50'}
{'idx': 49, 'pred_ans': '2', 'GT': '30'}
{'idx': 1173, 'pred_ans': '120', 'GT': '10'}
{'idx': 182, 'pred_ans': '9', 'GT': '23'}
{'idx': 210, 'pred_ans': '12', 'GT': '10'}
{'idx': 706, 'pred_ans': '6', 'GT': '9'}
{'idx': 764, 'pred_ans': '15', 'GT': '14'}
{'idx': 566, 'pred_ans': '146', 'GT': '10'}
{'idx': 1087, 'pred_ans': '232', 'GT': '12'}
{'idx': 1154, 'pred_ans': '2', 'GT': '30'}
{'idx': 840, 'pred_ans': '44', 'GT': '16'}
{'idx': 323, 'pred_ans': '13', 'GT': '75'}
{'idx': 1093, 'pred_ans': '2', 'GT': '144'}
{'idx': 739, 'pred_ans': '20', 'GT': '98'}
{'idx': 145, 'pred_ans': '2', 'GT': '4000'}
{'idx': 1316, 'pred_ans': '2', 'GT': '230'}
{'idx': 300, 'pred_ans': '39', 'GT': '78'}
{'idx': 854, 'pred_ans': '120', 'GT': '144'}
{'idx': 526, 'pred_ans': '2592', 'GT': '21'}
{'idx': 726, 'pred_ans': '100', 'GT': '10'}
{'idx': 109, 'pred_ans': '60', 'GT': '28'}
{'idx': 980, 'pred_ans': '180', 'GT': '90'}
{'idx': 841, 'pred_ans': '200', 'GT': '5600'}
{'idx': 1117, 'pred_ans': '459', 'GT': '9'}
{'idx': 153, 'pred_ans': '5', 'GT': '48'}
{'idx': 794, 'pred_ans': '38', 'GT': '32'}
{'idx': 521, 'pred_ans': '27', 'GT': '39'}
{'idx': 78, 'pred_ans': '9', 'GT': '6'}
{'idx': 933, 'pred_ans': '5', 'GT': '15'}
{'idx': 814, 'pred_ans': '1', 'GT': '11'}
{'idx': 964, 'pred_ans': '240', 'GT': '200'}
{'idx': 1130, 'pred_ans': '15', 'GT': '25'}
{'idx': 157, 'pred_ans': '3', 'GT': '80'}
{'idx': 959, 'pred_ans': '6', 'GT': '7'}
{'idx': 505, 'pred_ans': '24', 'GT': '1600'}
{'idx': 367, 'pred_ans': '25', 'GT': '19'}
{'idx': 930, 'pred_ans': '23', 'GT': '14'}
{'idx': 768, 'pred_ans': '900', 'GT': '675'}
{'idx': 297, 'pred_ans': '40', 'GT': '55'}
{'idx': 986, 'pred_ans': '15', 'GT': '70'}
{'idx': 22, 'pred_ans': '800', 'GT': '7'}
{'idx': 1103, 'pred_ans': '6', 'GT': '90'}
{'idx': 1138, 'pred_ans': '2', 'GT': '700'}
{'idx': 1237, 'pred_ans': '67', 'GT': '78'}
{'idx': 564, 'pred_ans': '20', 'GT': '240'}
{'idx': 274, 'pred_ans': '70', 'GT': '3200'}
{'idx': 74, 'pred_ans': '1', 'GT': '88'}
{'idx': 249, 'pred_ans': '7800', 'GT': '5600'}
{'idx': 20, 'pred_ans': '1', 'GT': '15'}
{'idx': 225, 'pred_ans': '12', 'GT': '9'}
{'idx': 250, 'pred_ans': '20', 'GT': '17'}
{'idx': 94, 'pred_ans': '168', 'GT': '348'}
{'idx': 928, 'pred_ans': '29', 'GT': '60'}
{'idx': 626, 'pred_ans': '4', 'GT': '72'}
{'idx': 557, 'pred_ans': '42', 'GT': '70'}
{'idx': 1261, 'pred_ans': '2', 'GT': '235'}
{'idx': 310, 'pred_ans': '1250', 'GT': '2050'}
{'idx': 914, 'pred_ans': '2', 'GT': '3'}
{'idx': 811, 'pred_ans': '420', 'GT': '60'}
{'idx': 972, 'pred_ans': '0', 'GT': '120'}
{'idx': 1143, 'pred_ans': '4', 'GT': '300'}
{'idx': 952, 'pred_ans': '2', 'GT': '360'}
{'idx': 232, 'pred_ans': '100', 'GT': '75'}
{'idx': 1067, 'pred_ans': '5', 'GT': '245'}
{'idx': 658, 'pred_ans': '105', 'GT': '120'}
{'idx': 990, 'pred_ans': '18', 'GT': '14'}
{'idx': 1040, 'pred_ans': '615', 'GT': '736'}
{'idx': 771, 'pred_ans': '40', 'GT': '3'}
{'idx': 91, 'pred_ans': '2', 'GT': '28'}
{'idx': 839, 'pred_ans': '3', 'GT': '2'}
{'idx': 369, 'pred_ans': '1329', 'GT': '1198'}
{'idx': 252, 'pred_ans': '20', 'GT': '73'}
{'idx': 203, 'pred_ans': '4', 'GT': '31'}
{'idx': 554, 'pred_ans': '1', 'GT': '54'}
{'idx': 265, 'pred_ans': '2', 'GT': '9500'}
{'idx': 364, 'pred_ans': '87', 'GT': '49'}
{'idx': 1219, 'pred_ans': '15', 'GT': '100'}
{'idx': 1074, 'pred_ans': '2', 'GT': '750'}
{'idx': 1136, 'pred_ans': '46', 'GT': '26'}
{'idx': 796, 'pred_ans': '4', 'GT': '2880000'}
{'idx': 803, 'pred_ans': '694', 'GT': '9'}
{'idx': 1045, 'pred_ans': '390', 'GT': '420'}
{'idx': 466, 'pred_ans': '2', 'GT': '1'}
{'idx': 615, 'pred_ans': '2', 'GT': '33'}
{'idx': 935, 'pred_ans': '2', 'GT': '64800'}
{'idx': 65, 'pred_ans': '18', 'GT': '36'}
{'idx': 64, 'pred_ans': '3', 'GT': '300'}
{'idx': 1226, 'pred_ans': '60', 'GT': '90'}
{'idx': 320, 'pred_ans': '4', 'GT': '8'}
{'idx': 327, 'pred_ans': '3', 'GT': '31'}
{'idx': 1241, 'pred_ans': '124', 'GT': '8'}
{'idx': 10, 'pred_ans': '336', 'GT': '366'}
{'idx': 27, 'pred_ans': '4', 'GT': '16'}
{'idx': 40, 'pred_ans': '15', 'GT': '8'}
{'idx': 325, 'pred_ans': '82800', 'GT': '224000'}
{'idx': 667, 'pred_ans': '20', 'GT': '53'}
{'idx': 102, 'pred_ans': '15', 'GT': '26'}
{'idx': 322, 'pred_ans': '44', 'GT': '9'}
{'idx': 488, 'pred_ans': '12', 'GT': '6'}
{'idx': 259, 'pred_ans': '3', 'GT': '168'}
{'idx': 563, 'pred_ans': '5', 'GT': '12'}
{'idx': 1046, 'pred_ans': '47', 'GT': '189'}
{'idx': 837, 'pred_ans': '530', 'GT': '120'}
{'idx': 555, 'pred_ans': '80', 'GT': '2'}
{'idx': 1198, 'pred_ans': '20', 'GT': '140'}
{'idx': 825, 'pred_ans': '492', 'GT': '153'}
{'idx': 987, 'pred_ans': '60', 'GT': '3'}
{'idx': 932, 'pred_ans': '9', 'GT': '24'}
{'idx': 1107, 'pred_ans': '240', 'GT': '360'}
{'idx': 105, 'pred_ans': '1', 'GT': '20'}
{'idx': 865, 'pred_ans': '68', 'GT': '23'}
{'idx': 761, 'pred_ans': '12', 'GT': '27'}
{'idx': 162, 'pred_ans': '4', 'GT': '92'}
{'idx': 1269, 'pred_ans': '234', 'GT': '54'}
{'idx': 171, 'pred_ans': '4800', 'GT': '1210'}
{'idx': 118, 'pred_ans': '30', 'GT': '4'}
{'idx': 165, 'pred_ans': '49', 'GT': '77'}
{'idx': 600, 'pred_ans': '2', 'GT': '10'}
{'idx': 1011, 'pred_ans': '100', 'GT': '6000'}
{'idx': 245, 'pred_ans': '14', 'GT': '7'}
{'idx': 384, 'pred_ans': '0', 'GT': '32'}
{'idx': 235, 'pred_ans': '3', 'GT': '10'}
{'idx': 1199, 'pred_ans': '20', 'GT': '2'}
{'idx': 1233, 'pred_ans': '63', 'GT': '81'}
{'idx': 1227, 'pred_ans': '22', 'GT': '66'}
{'idx': 1298, 'pred_ans': '20', 'GT': '31'}
{'idx': 93, 'pred_ans': '1000', 'GT': '36'}
{'idx': 220, 'pred_ans': '0', 'GT': '70'}
{'idx': 747, 'pred_ans': '1400', 'GT': '350'}
{'idx': 458, 'pred_ans': '15', 'GT': '35'}
{'idx': 1193, 'pred_ans': '24', 'GT': '9'}
{'idx': 234, 'pred_ans': '20', 'GT': '21'}
{'idx': 698, 'pred_ans': '800', 'GT': '720'}
{'idx': 256, 'pred_ans': '42', 'GT': '45'}
{'idx': 301, 'pred_ans': '32', 'GT': '8'}
{'idx': 80, 'pred_ans': '4800', 'GT': '10'}
{'idx': 656, 'pred_ans': '20', 'GT': '10'}
{'idx': 1094, 'pred_ans': '42', 'GT': '25'}
{'idx': 277, 'pred_ans': '3', 'GT': '4'}
{'idx': 1001, 'pred_ans': '0', 'GT': '2'}
{'idx': 481, 'pred_ans': '675', 'GT': '84'}
{'idx': 596, 'pred_ans': '15', 'GT': '260'}
{'idx': 1156, 'pred_ans': '180', 'GT': '120'}
{'idx': 696, 'pred_ans': '3', 'GT': '145'}
{'idx': 693, 'pred_ans': '1102', 'GT': '68'}
{'idx': 753, 'pred_ans': '2', 'GT': '128'}
{'idx': 1202, 'pred_ans': '20', 'GT': '19'}
{'idx': 680, 'pred_ans': '-60', 'GT': '20'}
{'idx': 1078, 'pred_ans': '1', 'GT': '8'}
{'idx': 341, 'pred_ans': '50', 'GT': '260'}
{'idx': 347, 'pred_ans': '2', 'GT': '36'}
{'idx': 272, 'pred_ans': '4', 'GT': '5'}
{'idx': 173, 'pred_ans': '19800', 'GT': '18000'}
{'idx': 133, 'pred_ans': '24', 'GT': '13'}
{'idx': 992, 'pred_ans': '7', 'GT': '52'}
{'idx': 197, 'pred_ans': '4637', 'GT': '6277'}
{'idx': 1300, 'pred_ans': '15', 'GT': '120'}
{'idx': 436, 'pred_ans': '4', 'GT': '15'}
{'idx': 694, 'pred_ans': '3', 'GT': '9'}
{'idx': 411, 'pred_ans': '5', 'GT': '1110'}
{'idx': 576, 'pred_ans': '12', 'GT': '11232'}
{'idx': 823, 'pred_ans': '18', 'GT': '14'}
{'idx': 666, 'pred_ans': '240', 'GT': '120'}
{'idx': 35, 'pred_ans': '2', 'GT': '9'}
{'idx': 1032, 'pred_ans': '225', 'GT': '450'}
{'idx': 606, 'pred_ans': '4', 'GT': '6'}
{'idx': 1305, 'pred_ans': '1195', 'GT': '2325'}
{'idx': 213, 'pred_ans': '350', 'GT': '250'}
{'idx': 397, 'pred_ans': '30', 'GT': '25'}
{'idx': 710, 'pred_ans': '2', 'GT': '45'}
{'idx': 410, 'pred_ans': '2', 'GT': '3'}
{'idx': 774, 'pred_ans': '4', 'GT': '10'}
{'idx': 76, 'pred_ans': '9', 'GT': '5'}
{'idx': 1042, 'pred_ans': '14', 'GT': '3'}
{'idx': 351, 'pred_ans': '20', 'GT': '10'}
{'idx': 943, 'pred_ans': '20', 'GT': '50'}
{'idx': 445, 'pred_ans': '20', 'GT': '6'}
{'idx': 77, 'pred_ans': '50', 'GT': '100'}
{'idx': 267, 'pred_ans': '23', 'GT': '91'}
{'idx': 1274, 'pred_ans': '20', 'GT': '38'}
{'idx': 324, 'pred_ans': '1', 'GT': '14'}
{'idx': 610, 'pred_ans': '4', 'GT': '65960'}
{'idx': 635, 'pred_ans': '0', 'GT': '4'}
{'idx': 156, 'pred_ans': '114', 'GT': '1400'}
{'idx': 1180, 'pred_ans': '0', 'GT': '5600'}
{'idx': 627, 'pred_ans': '50', 'GT': '54'}
{'idx': 97, 'pred_ans': '63', 'GT': '12'}
{'idx': 434, 'pred_ans': '0', 'GT': '5'}
{'idx': 257, 'pred_ans': '2', 'GT': '5600'}
{'idx': 611, 'pred_ans': '20', 'GT': '1450000'}
{'idx': 1134, 'pred_ans': '4', 'GT': '7'}
{'idx': 657, 'pred_ans': '15', 'GT': '330000'}
{'idx': 808, 'pred_ans': '2', 'GT': '12'}
{'idx': 1072, 'pred_ans': '20', 'GT': '85'}
{'idx': 457, 'pred_ans': '1', 'GT': '45'}
{'idx': 923, 'pred_ans': '12', 'GT': '2'}
{'idx': 1057, 'pred_ans': '2', 'GT': '24'}
{'idx': 451, 'pred_ans': '170', 'GT': '11050'}
{'idx': 873, 'pred_ans': '0', 'GT': '12'}
{'idx': 1036, 'pred_ans': '5', 'GT': '10'}
{'idx': 1301, 'pred_ans': '3', 'GT': '23'}
{'idx': 328, 'pred_ans': '13', 'GT': '2'}
{'idx': 72, 'pred_ans': '3', 'GT': '221'}
{'idx': 299, 'pred_ans': '20', 'GT': '31800'}
{'idx': 813, 'pred_ans': '3', 'GT': '7'}
{'idx': 36, 'pred_ans': '2', 'GT': '75'}
{'idx': 461, 'pred_ans': '4', 'GT': '9'}
{'idx': 428, 'pred_ans': '9', 'GT': '26'}
{'idx': 1044, 'pred_ans': '4', 'GT': '1'}
{'idx': 519, 'pred_ans': '40', 'GT': '280'}
{'idx': 222, 'pred_ans': '2', 'GT': '140'}
{'idx': 385, 'pred_ans': '55', 'GT': '16'}
{'idx': 862, 'pred_ans': '20', 'GT': '40'}
{'idx': 703, 'pred_ans': '37', 'GT': '50'}
{'idx': 791, 'pred_ans': '94', 'GT': '100'}
{'idx': 233, 'pred_ans': '24', 'GT': '12'}
{'idx': 1016, 'pred_ans': '139', 'GT': '138'}
{'idx': 659, 'pred_ans': '15', 'GT': '3'}
{'idx': 931, 'pred_ans': '33', 'GT': '50'}
{'idx': 603, 'pred_ans': '20', 'GT': '1800'}
{'idx': 558, 'pred_ans': '1', 'GT': '3'}
{'idx': 1286, 'pred_ans': '1', 'GT': '105'}
{'idx': 326, 'pred_ans': '20', 'GT': '14'}
{'idx': 142, 'pred_ans': '3', 'GT': '140'}
{'idx': 594, 'pred_ans': '46653', 'GT': '42'}
{'idx': 705, 'pred_ans': '40', 'GT': '120'}
{'idx': 378, 'pred_ans': '4', 'GT': '15'}
{'idx': 511, 'pred_ans': '20', 'GT': '110'}
{'idx': 575, 'pred_ans': '288', 'GT': '36'}
{'idx': 29, 'pred_ans': '38', 'GT': '104'}
{'idx': 927, 'pred_ans': '100000', 'GT': '85000'}
{'idx': 144, 'pred_ans': '0', 'GT': '20'}
{'idx': 66, 'pred_ans': '44', 'GT': '48'}
{'idx': 1128, 'pred_ans': '2', 'GT': '9'}
{'idx': 187, 'pred_ans': '102', 'GT': '106'}
{'idx': 370, 'pred_ans': '4', 'GT': '320'}
{'idx': 362, 'pred_ans': '250', 'GT': '23'}
{'idx': 470, 'pred_ans': '2', 'GT': '3'}
{'idx': 57, 'pred_ans': '2', 'GT': '83'}
{'idx': 938, 'pred_ans': '6', 'GT': '4'}
{'idx': 678, 'pred_ans': '240', 'GT': '120'}
{'idx': 3, 'pred_ans': '4', 'GT': '540'}
{'idx': 708, 'pred_ans': '1176', 'GT': '168'}
{'idx': 1252, 'pred_ans': '2', 'GT': '70'}
{'idx': 730, 'pred_ans': '30', 'GT': '8'}
{'idx': 993, 'pred_ans': '6', 'GT': '11'}
{'idx': 846, 'pred_ans': '10', 'GT': '11'}
{'idx': 1033, 'pred_ans': '261', 'GT': '2'}
{'idx': 409, 'pred_ans': '27000', 'GT': '168000'}
{'idx': 746, 'pred_ans': '2', 'GT': '28'}
{'idx': 985, 'pred_ans': '5', 'GT': '63'}
{'idx': 114, 'pred_ans': '500', 'GT': '6'}
{'idx': 420, 'pred_ans': '5', 'GT': '17000'}
{'idx': 1149, 'pred_ans': '20', 'GT': '93'}
{'idx': 1062, 'pred_ans': '9442', 'GT': '482'}
{'idx': 1049, 'pred_ans': '30', 'GT': '20'}
{'idx': 785, 'pred_ans': '4', 'GT': '155'}
{'idx': 11, 'pred_ans': '900', 'GT': '694'}
{'idx': 1224, 'pred_ans': '1', 'GT': '5'}
{'idx': 1183, 'pred_ans': '2', 'GT': '11'}
{'idx': 704, 'pred_ans': '290', 'GT': '50'}
{'idx': 1052, 'pred_ans': '3', 'GT': '110'}
{'idx': 828, 'pred_ans': '40', 'GT': '60'}
{'idx': 475, 'pred_ans': '85', 'GT': '20'}
{'idx': 1122, 'pred_ans': '0', 'GT': '18'}
{'idx': 464, 'pred_ans': '2', 'GT': '6'}
{'idx': 1028, 'pred_ans': '100', 'GT': '200'}
{'idx': 348, 'pred_ans': '100', 'GT': '10'}
{'idx': 806, 'pred_ans': '4', 'GT': '70'}
{'idx': 1184, 'pred_ans': '15100', 'GT': '306'}
{'idx': 1214, 'pred_ans': '15', 'GT': '5'}
{'idx': 631, 'pred_ans': '20', 'GT': '4800'}
{'idx': 89, 'pred_ans': '4', 'GT': '24'}
{'idx': 961, 'pred_ans': '4800', 'GT': '225'}
{'idx': 1258, 'pred_ans': '50', 'GT': '60'}
{'idx': 1066, 'pred_ans': '2', 'GT': '14'}
{'idx': 221, 'pred_ans': '210', 'GT': '90'}
{'idx': 1041, 'pred_ans': '500', 'GT': '101'}
{'idx': 177, 'pred_ans': '20', 'GT': '350'}
{'idx': 767, 'pred_ans': '0', 'GT': '60'}
{'idx': 1123, 'pred_ans': '45', 'GT': '105'}
{'idx': 751, 'pred_ans': '30', 'GT': '43'}
{'idx': 354, 'pred_ans': '125', 'GT': '45'}
{'idx': 848, 'pred_ans': '0', 'GT': '10'}
{'idx': 827, 'pred_ans': '111', 'GT': '11'}
{'idx': 497, 'pred_ans': '15', 'GT': '112'}
{'idx': 70, 'pred_ans': '20', 'GT': '7425'}
{'idx': 1034, 'pred_ans': '20', 'GT': '66'}
{'idx': 1022, 'pred_ans': '160', 'GT': '12'}
{'idx': 1203, 'pred_ans': '3780', 'GT': '240'}
{'idx': 581, 'pred_ans': '105', 'GT': '215'}
{'idx': 621, 'pred_ans': '1500', 'GT': '3000'}
{'idx': 1039, 'pred_ans': '96', 'GT': '160'}
{'idx': 1288, 'pred_ans': '5', 'GT': '34'}
{'idx': 1025, 'pred_ans': '40', 'GT': '30'}
{'idx': 681, 'pred_ans': '322', 'GT': '298'}
{'idx': 247, 'pred_ans': '31', 'GT': '32'}
{'idx': 607, 'pred_ans': '6000', 'GT': '10'}
{'idx': 380, 'pred_ans': '3285', 'GT': '803'}
{'idx': 204, 'pred_ans': '6', 'GT': '98'}
{'idx': 1139, 'pred_ans': '4', 'GT': '1'}
{'idx': 852, 'pred_ans': '127', 'GT': '123'}
{'idx': 44, 'pred_ans': '170', 'GT': '20'}
{'idx': 593, 'pred_ans': '819', 'GT': '3'}
{'idx': 941, 'pred_ans': '4', 'GT': '842'}
{'idx': 448, 'pred_ans': '1115', 'GT': '539'}
{'idx': 472, 'pred_ans': '20', 'GT': '6'}
{'idx': 707, 'pred_ans': '2', 'GT': '8'}
{'idx': 1132, 'pred_ans': '2', 'GT': '45000'}
{'idx': 1015, 'pred_ans': '66', 'GT': '78'}
{'idx': 896, 'pred_ans': '2500', 'GT': '250'}
{'idx': 454, 'pred_ans': '20', 'GT': '150'}
{'idx': 1080, 'pred_ans': '2', 'GT': '72000'}
{'idx': 59, 'pred_ans': '73', 'GT': '187'}
{'idx': 443, 'pred_ans': '50', 'GT': '59'}
{'idx': 780, 'pred_ans': '30', 'GT': '25'}
{'idx': 45, 'pred_ans': '114', 'GT': '104'}
{'idx': 62, 'pred_ans': '15', 'GT': '25000'}
{'idx': 650, 'pred_ans': '172', 'GT': '142'}
{'idx': 209, 'pred_ans': '34200', 'GT': '145'}
{'idx': 468, 'pred_ans': '2', 'GT': '120'}
