{'idx': 150, 'pred_ans': '11', 'GT': '4'}
{'idx': 1013, 'pred_ans': '4', 'GT': '2'}
{'idx': 53, 'pred_ans': '360', 'GT': '40'}
{'idx': 736, 'pred_ans': '13', 'GT': '3'}
{'idx': 583, 'pred_ans': '36', 'GT': '120'}
{'idx': 1065, 'pred_ans': '32', 'GT': '95'}
{'idx': 386, 'pred_ans': '78', 'GT': '80'}
{'idx': 821, 'pred_ans': '105', 'GT': '35'}
{'idx': 1124, 'pred_ans': '1859', 'GT': '64'}
{'idx': 620, 'pred_ans': '1519', 'GT': '1509'}
{'idx': 87, 'pred_ans': '2297', 'GT': '9360'}
{'idx': 608, 'pred_ans': '4', 'GT': '8'}
{'idx': 1223, 'pred_ans': '7', 'GT': '8'}
{'idx': 754, 'pred_ans': '46', 'GT': '89'}
{'idx': 169, 'pred_ans': '3', 'GT': '120'}
{'idx': 1112, 'pred_ans': '4', 'GT': '5'}
{'idx': 709, 'pred_ans': '2400', 'GT': '3000'}
{'idx': 772, 'pred_ans': '48', 'GT': '50'}
{'idx': 163, 'pred_ans': '54', 'GT': '50'}
{'idx': 377, 'pred_ans': '336', 'GT': '50'}
{'idx': 660, 'pred_ans': '9', 'GT': '15'}
{'idx': 523, 'pred_ans': '194', 'GT': '74'}
{'idx': 1196, 'pred_ans': '35', 'GT': '75'}
{'idx': 859, 'pred_ans': '38', 'GT': '1520'}
{'idx': 281, 'pred_ans': '3500', 'GT': '2450'}
{'idx': 669, 'pred_ans': '214', 'GT': '132'}
{'idx': 745, 'pred_ans': '3500', 'GT': '1100'}
{'idx': 625, 'pred_ans': '320', 'GT': '160'}
{'idx': 422, 'pred_ans': '240', 'GT': '284'}
{'idx': 729, 'pred_ans': '1667', 'GT': '1000'}
{'idx': 506, 'pred_ans': '6720', 'GT': '144'}
{'idx': 244, 'pred_ans': '11', 'GT': '20'}
{'idx': 654, 'pred_ans': '16', 'GT': '2'}
{'idx': 702, 'pred_ans': '600', 'GT': '2800'}
{'idx': 1278, 'pred_ans': '633', 'GT': '665'}
{'idx': 664, 'pred_ans': '1920', 'GT': '32'}
{'idx': 181, 'pred_ans': '7', 'GT': '160'}
{'idx': 7, 'pred_ans': '2', 'GT': '160'}
{'idx': 919, 'pred_ans': '240', 'GT': '90'}
{'idx': 239, 'pred_ans': '400', 'GT': '280'}
{'idx': 945, 'pred_ans': '30', 'GT': '17'}
{'idx': 1118, 'pred_ans': '6', 'GT': '5'}
{'idx': 176, 'pred_ans': '0', 'GT': '100'}
{'idx': 577, 'pred_ans': '60', 'GT': '40'}
{'idx': 407, 'pred_ans': '4000', 'GT': '2000'}
{'idx': 283, 'pred_ans': '11', 'GT': '68'}
{'idx': 956, 'pred_ans': '3', 'GT': '1'}
{'idx': 815, 'pred_ans': '5', 'GT': '4'}
{'idx': 128, 'pred_ans': '980', 'GT': '880'}
{'idx': 141, 'pred_ans': '8', 'GT': '400'}
{'idx': 363, 'pred_ans': '3', 'GT': '6'}
{'idx': 1195, 'pred_ans': '400', 'GT': '320'}
{'idx': 19, 'pred_ans': '4', 'GT': '6'}
{'idx': 584, 'pred_ans': '4', 'GT': '2'}
{'idx': 661, 'pred_ans': '6', 'GT': '44'}
{'idx': 812, 'pred_ans': '101', 'GT': '79'}
{'idx': 1254, 'pred_ans': '222', 'GT': '30'}
{'idx': 1211, 'pred_ans': '8', 'GT': '448'}
{'idx': 175, 'pred_ans': '50', 'GT': '15'}
{'idx': 405, 'pred_ans': '800', 'GT': '50'}
{'idx': 1228, 'pred_ans': '19', 'GT': '31'}
{'idx': 954, 'pred_ans': '42', 'GT': '34'}
{'idx': 968, 'pred_ans': '7', 'GT': '227'}
{'idx': 562, 'pred_ans': '18', 'GT': '82'}
{'idx': 913, 'pred_ans': '9', 'GT': '6'}
{'idx': 1129, 'pred_ans': '30', 'GT': '8'}
{'idx': 1146, 'pred_ans': '20', 'GT': '16'}
{'idx': 683, 'pred_ans': '60', 'GT': '50'}
{'idx': 49, 'pred_ans': '0', 'GT': '30'}
{'idx': 1173, 'pred_ans': '12', 'GT': '10'}
{'idx': 182, 'pred_ans': '28', 'GT': '23'}
{'idx': 210, 'pred_ans': '2', 'GT': '10'}
{'idx': 706, 'pred_ans': '2', 'GT': '9'}
{'idx': 566, 'pred_ans': '17', 'GT': '10'}
{'idx': 1087, 'pred_ans': '192', 'GT': '12'}
{'idx': 840, 'pred_ans': '6', 'GT': '16'}
{'idx': 323, 'pred_ans': '2', 'GT': '75'}
{'idx': 739, 'pred_ans': '20', 'GT': '98'}
{'idx': 145, 'pred_ans': '4000000', 'GT': '4000'}
{'idx': 211, 'pred_ans': '5', 'GT': '4'}
{'idx': 1316, 'pred_ans': '470', 'GT': '230'}
{'idx': 854, 'pred_ans': '72', 'GT': '144'}
{'idx': 526, 'pred_ans': '18014', 'GT': '21'}
{'idx': 109, 'pred_ans': '32', 'GT': '28'}
{'idx': 1117, 'pred_ans': '459', 'GT': '9'}
{'idx': 153, 'pred_ans': '41', 'GT': '48'}
{'idx': 183, 'pred_ans': '55', 'GT': '2'}
{'idx': 1247, 'pred_ans': '1', 'GT': '7'}
{'idx': 521, 'pred_ans': '13', 'GT': '39'}
{'idx': 933, 'pred_ans': '10', 'GT': '15'}
{'idx': 814, 'pred_ans': '32', 'GT': '11'}
{'idx': 964, 'pred_ans': '110', 'GT': '200'}
{'idx': 1130, 'pred_ans': '12', 'GT': '25'}
{'idx': 157, 'pred_ans': '1', 'GT': '80'}
{'idx': 1079, 'pred_ans': '2000', 'GT': '10'}
{'idx': 883, 'pred_ans': '58', 'GT': '25'}
{'idx': 959, 'pred_ans': '8', 'GT': '7'}
{'idx': 505, 'pred_ans': '3', 'GT': '1600'}
{'idx': 367, 'pred_ans': '6', 'GT': '19'}
{'idx': 768, 'pred_ans': '750', 'GT': '675'}
{'idx': 297, 'pred_ans': '72', 'GT': '55'}
{'idx': 22, 'pred_ans': '15', 'GT': '7'}
{'idx': 1103, 'pred_ans': '20', 'GT': '90'}
{'idx': 1138, 'pred_ans': '260', 'GT': '700'}
{'idx': 1237, 'pred_ans': '22', 'GT': '78'}
{'idx': 564, 'pred_ans': '630', 'GT': '240'}
{'idx': 74, 'pred_ans': '86', 'GT': '88'}
{'idx': 20, 'pred_ans': '49', 'GT': '15'}
{'idx': 250, 'pred_ans': '16', 'GT': '17'}
{'idx': 94, 'pred_ans': '162', 'GT': '348'}
{'idx': 928, 'pred_ans': '30', 'GT': '60'}
{'idx': 626, 'pred_ans': '20000', 'GT': '72'}
{'idx': 103, 'pred_ans': '420', 'GT': '140'}
{'idx': 1261, 'pred_ans': '5', 'GT': '235'}
{'idx': 310, 'pred_ans': '4750', 'GT': '2050'}
{'idx': 867, 'pred_ans': '14', 'GT': '7'}
{'idx': 811, 'pred_ans': '5', 'GT': '60'}
{'idx': 972, 'pred_ans': '160', 'GT': '120'}
{'idx': 191, 'pred_ans': '0', 'GT': '5'}
{'idx': 1243, 'pred_ans': '1800', 'GT': '50'}
{'idx': 1143, 'pred_ans': '100', 'GT': '300'}
{'idx': 952, 'pred_ans': '1560', 'GT': '360'}
{'idx': 1067, 'pred_ans': '2145', 'GT': '245'}
{'idx': 658, 'pred_ans': '210', 'GT': '120'}
{'idx': 990, 'pred_ans': '10', 'GT': '14'}
{'idx': 92, 'pred_ans': '5', 'GT': '4'}
{'idx': 287, 'pred_ans': '5', 'GT': '8'}
{'idx': 369, 'pred_ans': '913', 'GT': '1198'}
{'idx': 252, 'pred_ans': '82', 'GT': '73'}
{'idx': 203, 'pred_ans': '40', 'GT': '31'}
{'idx': 991, 'pred_ans': '90', 'GT': '15'}
{'idx': 554, 'pred_ans': '-47', 'GT': '54'}
{'idx': 265, 'pred_ans': '19500', 'GT': '9500'}
{'idx': 364, 'pred_ans': '48', 'GT': '49'}
{'idx': 677, 'pred_ans': '9', 'GT': '36'}
{'idx': 1074, 'pred_ans': '1000', 'GT': '750'}
{'idx': 888, 'pred_ans': '24', 'GT': '10'}
{'idx': 796, 'pred_ans': '240000', 'GT': '2880000'}
{'idx': 1091, 'pred_ans': '10000', 'GT': '1000'}
{'idx': 1045, 'pred_ans': '315', 'GT': '420'}
{'idx': 466, 'pred_ans': '45', 'GT': '1'}
{'idx': 615, 'pred_ans': '29', 'GT': '33'}
{'idx': 1113, 'pred_ans': '3', 'GT': '-3'}
{'idx': 935, 'pred_ans': '30', 'GT': '64800'}
{'idx': 65, 'pred_ans': '3', 'GT': '36'}
{'idx': 64, 'pred_ans': '2', 'GT': '300'}
{'idx': 1226, 'pred_ans': '66', 'GT': '90'}
{'idx': 320, 'pred_ans': '7', 'GT': '8'}
{'idx': 327, 'pred_ans': '23', 'GT': '31'}
{'idx': 1114, 'pred_ans': '3', 'GT': '8'}
{'idx': 743, 'pred_ans': '3', 'GT': '8'}
{'idx': 1241, 'pred_ans': '144', 'GT': '8'}
{'idx': 10, 'pred_ans': '2', 'GT': '366'}
{'idx': 27, 'pred_ans': '60', 'GT': '16'}
{'idx': 40, 'pred_ans': '1', 'GT': '8'}
{'idx': 325, 'pred_ans': '96', 'GT': '224000'}
{'idx': 667, 'pred_ans': '5', 'GT': '53'}
{'idx': 102, 'pred_ans': '19', 'GT': '26'}
{'idx': 728, 'pred_ans': '100', 'GT': '40'}
{'idx': 259, 'pred_ans': '4', 'GT': '168'}
{'idx': 563, 'pred_ans': '10', 'GT': '12'}
{'idx': 1046, 'pred_ans': '47', 'GT': '189'}
{'idx': 837, 'pred_ans': '310', 'GT': '120'}
{'idx': 1160, 'pred_ans': '1907', 'GT': '1125'}
{'idx': 555, 'pred_ans': '80', 'GT': '2'}
{'idx': 1198, 'pred_ans': '20', 'GT': '140'}
{'idx': 825, 'pred_ans': '177', 'GT': '153'}
{'idx': 987, 'pred_ans': '510', 'GT': '3'}
{'idx': 932, 'pred_ans': '40', 'GT': '24'}
{'idx': 1107, 'pred_ans': '336', 'GT': '360'}
{'idx': 865, 'pred_ans': '52', 'GT': '23'}
{'idx': 761, 'pred_ans': '9', 'GT': '27'}
{'idx': 162, 'pred_ans': '49', 'GT': '92'}
{'idx': 1269, 'pred_ans': '13', 'GT': '54'}
{'idx': 697, 'pred_ans': '81', 'GT': '27'}
{'idx': 171, 'pred_ans': '1300', 'GT': '1210'}
{'idx': 165, 'pred_ans': '29', 'GT': '77'}
{'idx': 431, 'pred_ans': '33', 'GT': '1'}
{'idx': 1011, 'pred_ans': '10025', 'GT': '6000'}
{'idx': 245, 'pred_ans': '28', 'GT': '7'}
{'idx': 384, 'pred_ans': '13', 'GT': '32'}
{'idx': 81, 'pred_ans': '-27', 'GT': '17'}
{'idx': 235, 'pred_ans': '3', 'GT': '10'}
{'idx': 1199, 'pred_ans': '3', 'GT': '2'}
{'idx': 1176, 'pred_ans': '1', 'GT': '2'}
{'idx': 1227, 'pred_ans': '114', 'GT': '66'}
{'idx': 93, 'pred_ans': '400', 'GT': '36'}
{'idx': 220, 'pred_ans': '1', 'GT': '70'}
{'idx': 937, 'pred_ans': '1209', 'GT': '159'}
{'idx': 605, 'pred_ans': '204', 'GT': '42'}
{'idx': 546, 'pred_ans': '3', 'GT': '130'}
{'idx': 167, 'pred_ans': '10', 'GT': '16'}
{'idx': 1193, 'pred_ans': '8', 'GT': '9'}
{'idx': 234, 'pred_ans': '97', 'GT': '21'}
{'idx': 698, 'pred_ans': '1820', 'GT': '720'}
{'idx': 256, 'pred_ans': '47', 'GT': '45'}
{'idx': 301, 'pred_ans': '32', 'GT': '8'}
{'idx': 832, 'pred_ans': '32', 'GT': '42'}
{'idx': 656, 'pred_ans': '20', 'GT': '10'}
{'idx': 1094, 'pred_ans': '9', 'GT': '25'}
{'idx': 1001, 'pred_ans': '0', 'GT': '2'}
{'idx': 481, 'pred_ans': '100', 'GT': '84'}
{'idx': 596, 'pred_ans': '100', 'GT': '260'}
{'idx': 696, 'pred_ans': '115', 'GT': '145'}
{'idx': 693, 'pred_ans': '70', 'GT': '68'}
{'idx': 753, 'pred_ans': '42', 'GT': '128'}
{'idx': 1317, 'pred_ans': '12', 'GT': '5'}
{'idx': 1202, 'pred_ans': '0', 'GT': '19'}
{'idx': 680, 'pred_ans': '60', 'GT': '20'}
{'idx': 341, 'pred_ans': '210', 'GT': '260'}
{'idx': 992, 'pred_ans': '61', 'GT': '52'}
{'idx': 1220, 'pred_ans': '10', 'GT': '32'}
{'idx': 197, 'pred_ans': '5627', 'GT': '6277'}
{'idx': 1300, 'pred_ans': '336', 'GT': '120'}
{'idx': 436, 'pred_ans': '10', 'GT': '15'}
{'idx': 879, 'pred_ans': '900', 'GT': '575'}
{'idx': 694, 'pred_ans': '25', 'GT': '9'}
{'idx': 276, 'pred_ans': '21', 'GT': '9'}
{'idx': 411, 'pred_ans': '1260', 'GT': '1110'}
{'idx': 321, 'pred_ans': '2', 'GT': '1'}
{'idx': 37, 'pred_ans': '5', 'GT': '2'}
{'idx': 576, 'pred_ans': '3568', 'GT': '11232'}
{'idx': 823, 'pred_ans': '38', 'GT': '14'}
{'idx': 666, 'pred_ans': '140', 'GT': '120'}
{'idx': 35, 'pred_ans': '13', 'GT': '9'}
{'idx': 606, 'pred_ans': '1', 'GT': '6'}
{'idx': 213, 'pred_ans': '300', 'GT': '250'}
{'idx': 397, 'pred_ans': '5', 'GT': '25'}
{'idx': 410, 'pred_ans': '2', 'GT': '3'}
{'idx': 774, 'pred_ans': '8', 'GT': '10'}
{'idx': 76, 'pred_ans': '4', 'GT': '5'}
{'idx': 1042, 'pred_ans': '11', 'GT': '3'}
{'idx': 943, 'pred_ans': '60', 'GT': '50'}
{'idx': 445, 'pred_ans': '48', 'GT': '6'}
{'idx': 77, 'pred_ans': '-50', 'GT': '100'}
{'idx': 267, 'pred_ans': '20', 'GT': '91'}
{'idx': 1274, 'pred_ans': '46', 'GT': '38'}
{'idx': 324, 'pred_ans': '85', 'GT': '14'}
{'idx': 610, 'pred_ans': '66960', 'GT': '65960'}
{'idx': 635, 'pred_ans': '10', 'GT': '4'}
{'idx': 156, 'pred_ans': '2800', 'GT': '1400'}
{'idx': 1180, 'pred_ans': '14000', 'GT': '5600'}
{'idx': 97, 'pred_ans': '29', 'GT': '12'}
{'idx': 434, 'pred_ans': '2', 'GT': '5'}
{'idx': 611, 'pred_ans': '2250000', 'GT': '1450000'}
{'idx': 120, 'pred_ans': '27', 'GT': '240'}
{'idx': 1134, 'pred_ans': '60', 'GT': '7'}
{'idx': 657, 'pred_ans': '460000', 'GT': '330000'}
{'idx': 808, 'pred_ans': '63', 'GT': '12'}
{'idx': 1295, 'pred_ans': '3', 'GT': '2'}
{'idx': 1072, 'pred_ans': '25', 'GT': '85'}
{'idx': 923, 'pred_ans': '18', 'GT': '2'}
{'idx': 1057, 'pred_ans': '48', 'GT': '24'}
{'idx': 451, 'pred_ans': '3018000', 'GT': '11050'}
{'idx': 1115, 'pred_ans': '6', 'GT': '5'}
{'idx': 1301, 'pred_ans': '288', 'GT': '23'}
{'idx': 328, 'pred_ans': '12', 'GT': '2'}
{'idx': 299, 'pred_ans': '16800', 'GT': '31800'}
{'idx': 813, 'pred_ans': '1', 'GT': '7'}
{'idx': 461, 'pred_ans': '0', 'GT': '9'}
{'idx': 428, 'pred_ans': '14', 'GT': '26'}
{'idx': 519, 'pred_ans': '4', 'GT': '280'}
{'idx': 529, 'pred_ans': '0', 'GT': '11'}
{'idx': 385, 'pred_ans': '3', 'GT': '16'}
{'idx': 862, 'pred_ans': '27', 'GT': '40'}
{'idx': 703, 'pred_ans': '9', 'GT': '50'}
{'idx': 791, 'pred_ans': '138', 'GT': '100'}
{'idx': 638, 'pred_ans': '5', 'GT': '12'}
{'idx': 1016, 'pred_ans': '139', 'GT': '138'}
{'idx': 931, 'pred_ans': '23', 'GT': '50'}
{'idx': 603, 'pred_ans': '6480', 'GT': '1800'}
{'idx': 1286, 'pred_ans': '1', 'GT': '105'}
{'idx': 1182, 'pred_ans': '54', 'GT': '1800'}
{'idx': 326, 'pred_ans': '13', 'GT': '14'}
{'idx': 342, 'pred_ans': '63', 'GT': '87'}
{'idx': 142, 'pred_ans': '126', 'GT': '140'}
{'idx': 705, 'pred_ans': '3000', 'GT': '120'}
{'idx': 550, 'pred_ans': '5', 'GT': '27'}
{'idx': 575, 'pred_ans': '12', 'GT': '36'}
{'idx': 29, 'pred_ans': '94', 'GT': '104'}
{'idx': 927, 'pred_ans': '60450', 'GT': '85000'}
{'idx': 170, 'pred_ans': '1500', 'GT': '150'}
{'idx': 144, 'pred_ans': '3', 'GT': '20'}
{'idx': 66, 'pred_ans': '96', 'GT': '48'}
{'idx': 1315, 'pred_ans': '1', 'GT': '5'}
{'idx': 187, 'pred_ans': '0', 'GT': '106'}
{'idx': 370, 'pred_ans': '720', 'GT': '320'}
{'idx': 362, 'pred_ans': '55', 'GT': '23'}
{'idx': 470, 'pred_ans': '1', 'GT': '3'}
{'idx': 57, 'pred_ans': '15', 'GT': '83'}
{'idx': 938, 'pred_ans': '1', 'GT': '4'}
{'idx': 678, 'pred_ans': '145', 'GT': '120'}
{'idx': 1102, 'pred_ans': '143', 'GT': '113'}
{'idx': 1252, 'pred_ans': '55', 'GT': '70'}
{'idx': 730, 'pred_ans': '30', 'GT': '8'}
{'idx': 993, 'pred_ans': '9', 'GT': '11'}
{'idx': 846, 'pred_ans': '12', 'GT': '11'}
{'idx': 1033, 'pred_ans': '261', 'GT': '2'}
{'idx': 409, 'pred_ans': '48000', 'GT': '168000'}
{'idx': 114, 'pred_ans': '50', 'GT': '6'}
{'idx': 420, 'pred_ans': '13000', 'GT': '17000'}
{'idx': 1149, 'pred_ans': '124', 'GT': '93'}
{'idx': 1062, 'pred_ans': '632', 'GT': '482'}
{'idx': 785, 'pred_ans': '241', 'GT': '155'}
{'idx': 11, 'pred_ans': '734', 'GT': '694'}
{'idx': 1224, 'pred_ans': '7', 'GT': '5'}
{'idx': 1183, 'pred_ans': '2', 'GT': '11'}
{'idx': 828, 'pred_ans': '40', 'GT': '60'}
{'idx': 475, 'pred_ans': '60', 'GT': '20'}
{'idx': 1122, 'pred_ans': '11', 'GT': '18'}
{'idx': 1105, 'pred_ans': '0', 'GT': '40'}
{'idx': 408, 'pred_ans': '50', 'GT': '20'}
{'idx': 464, 'pred_ans': '5', 'GT': '6'}
{'idx': 1028, 'pred_ans': '83', 'GT': '200'}
{'idx': 806, 'pred_ans': '176', 'GT': '70'}
{'idx': 1184, 'pred_ans': '15400', 'GT': '306'}
{'idx': 1214, 'pred_ans': '20', 'GT': '5'}
{'idx': 89, 'pred_ans': '18', 'GT': '24'}
{'idx': 961, 'pred_ans': '155', 'GT': '225'}
{'idx': 60, 'pred_ans': '22', 'GT': '17'}
{'idx': 1066, 'pred_ans': '-26', 'GT': '14'}
{'idx': 177, 'pred_ans': '0', 'GT': '350'}
{'idx': 767, 'pred_ans': '240', 'GT': '60'}
{'idx': 1123, 'pred_ans': '135', 'GT': '105'}
{'idx': 751, 'pred_ans': '18', 'GT': '43'}
{'idx': 848, 'pred_ans': '40', 'GT': '10'}
{'idx': 827, 'pred_ans': '33', 'GT': '11'}
{'idx': 497, 'pred_ans': '224', 'GT': '112'}
{'idx': 70, 'pred_ans': '495', 'GT': '7425'}
{'idx': 1034, 'pred_ans': '134', 'GT': '66'}
{'idx': 1022, 'pred_ans': '30', 'GT': '12'}
{'idx': 581, 'pred_ans': '35', 'GT': '215'}
{'idx': 1288, 'pred_ans': '35', 'GT': '34'}
{'idx': 1025, 'pred_ans': '20', 'GT': '30'}
{'idx': 681, 'pred_ans': '341', 'GT': '298'}
{'idx': 247, 'pred_ans': '24', 'GT': '32'}
{'idx': 607, 'pred_ans': '2400', 'GT': '10'}
{'idx': 380, 'pred_ans': '363', 'GT': '803'}
{'idx': 1139, 'pred_ans': '36', 'GT': '1'}
{'idx': 44, 'pred_ans': '160', 'GT': '20'}
{'idx': 593, 'pred_ans': '4', 'GT': '3'}
{'idx': 941, 'pred_ans': '464', 'GT': '842'}
{'idx': 472, 'pred_ans': '2', 'GT': '6'}
{'idx': 707, 'pred_ans': '20', 'GT': '8'}
{'idx': 1132, 'pred_ans': '540000', 'GT': '45000'}
{'idx': 1015, 'pred_ans': '12', 'GT': '78'}
{'idx': 896, 'pred_ans': '1750', 'GT': '250'}
{'idx': 454, 'pred_ans': '120', 'GT': '150'}
{'idx': 1080, 'pred_ans': '40', 'GT': '72000'}
{'idx': 864, 'pred_ans': '120', 'GT': '80'}
{'idx': 443, 'pred_ans': '160', 'GT': '59'}
{'idx': 780, 'pred_ans': '15', 'GT': '25'}
{'idx': 52, 'pred_ans': '10', 'GT': '15'}
{'idx': 45, 'pred_ans': '88', 'GT': '104'}
{'idx': 62, 'pred_ans': '30', 'GT': '25000'}
{'idx': 650, 'pred_ans': '242', 'GT': '142'}
{'idx': 209, 'pred_ans': '10800', 'GT': '145'}
{'idx': 468, 'pred_ans': '0', 'GT': '120'}
{'idx': 545, 'pred_ans': '150', 'GT': '30'}
{'idx': 912, 'pred_ans': '2', 'GT': '6'}
{'idx': 4, 'pred_ans': '15', 'GT': '20'}
{'idx': 1244, 'pred_ans': '10', 'GT': '35'}
{'idx': 798, 'pred_ans': '10', 'GT': '20'}
{'idx': 58, 'pred_ans': '47', 'GT': '57'}
{'idx': 999, 'pred_ans': '2', 'GT': '25'}
{'idx': 192, 'pred_ans': '336', 'GT': '91'}
{'idx': 777, 'pred_ans': '3200', 'GT': '4400'}
{'idx': 920, 'pred_ans': '45', 'GT': '47'}
{'idx': 1014, 'pred_ans': '0', 'GT': '3'}
{'idx': 241, 'pred_ans': '24', 'GT': '6'}
{'idx': 522, 'pred_ans': '756', 'GT': '29'}
{'idx': 129, 'pred_ans': '600000', 'GT': '10000'}
{'idx': 1165, 'pred_ans': '2', 'GT': '1248'}
{'idx': 275, 'pred_ans': '200', 'GT': '138'}
