{'idx': 150, 'pred_ans': '5', 'GT': '4'}
{'idx': 1230, 'pred_ans': '360', 'GT': '440'}
{'idx': 422, 'pred_ans': '256', 'GT': '284'}
{'idx': 1152, 'pred_ans': '3', 'GT': '12'}
{'idx': 506, 'pred_ans': '72', 'GT': '144'}
{'idx': 977, 'pred_ans': '14600', 'GT': '4'}
{'idx': 244, 'pred_ans': '2', 'GT': '20'}
{'idx': 654, 'pred_ans': '8', 'GT': '2'}
{'idx': 702, 'pred_ans': '6800', 'GT': '2800'}
{'idx': 1278, 'pred_ans': '633', 'GT': '665'}
{'idx': 664, 'pred_ans': '31', 'GT': '32'}
{'idx': 512, 'pred_ans': '480', 'GT': '120'}
{'idx': 541, 'pred_ans': '150', 'GT': '50'}
{'idx': 181, 'pred_ans': '100', 'GT': '160'}
{'idx': 7, 'pred_ans': '80', 'GT': '160'}
{'idx': 919, 'pred_ans': '240', 'GT': '90'}
{'idx': 945, 'pred_ans': '1', 'GT': '17'}
{'idx': 1118, 'pred_ans': '24', 'GT': '5'}
{'idx': 176, 'pred_ans': '98', 'GT': '100'}
{'idx': 577, 'pred_ans': '67', 'GT': '40'}
{'idx': 407, 'pred_ans': '8000', 'GT': '2000'}
{'idx': 283, 'pred_ans': '3', 'GT': '68'}
{'idx': 956, 'pred_ans': '3', 'GT': '1'}
{'idx': 815, 'pred_ans': '0', 'GT': '4'}
{'idx': 128, 'pred_ans': '980', 'GT': '880'}
{'idx': 141, 'pred_ans': '700', 'GT': '400'}
{'idx': 363, 'pred_ans': '16', 'GT': '6'}
{'idx': 1195, 'pred_ans': '0', 'GT': '320'}
{'idx': 63, 'pred_ans': '966', 'GT': '1596'}
{'idx': 584, 'pred_ans': '25', 'GT': '2'}
{'idx': 426, 'pred_ans': '7', 'GT': '11'}
{'idx': 812, 'pred_ans': '101', 'GT': '79'}
{'idx': 1254, 'pred_ans': '7', 'GT': '30'}
{'idx': 1211, 'pred_ans': '7', 'GT': '448'}
{'idx': 175, 'pred_ans': '2833', 'GT': '15'}
{'idx': 346, 'pred_ans': '3024', 'GT': '9'}
{'idx': 405, 'pred_ans': '800', 'GT': '50'}
{'idx': 1228, 'pred_ans': '23', 'GT': '31'}
{'idx': 954, 'pred_ans': '10', 'GT': '34'}
{'idx': 968, 'pred_ans': '4', 'GT': '227'}
{'idx': 562, 'pred_ans': '18', 'GT': '82'}
{'idx': 913, 'pred_ans': '0', 'GT': '6'}
{'idx': 1129, 'pred_ans': '6', 'GT': '8'}
{'idx': 1146, 'pred_ans': '100', 'GT': '16'}
{'idx': 889, 'pred_ans': '5', 'GT': '15'}
{'idx': 683, 'pred_ans': '2', 'GT': '50'}
{'idx': 731, 'pred_ans': '3', 'GT': '1'}
{'idx': 161, 'pred_ans': '34', 'GT': '32'}
{'idx': 1173, 'pred_ans': '1', 'GT': '10'}
{'idx': 182, 'pred_ans': '22', 'GT': '23'}
{'idx': 210, 'pred_ans': '7', 'GT': '10'}
{'idx': 706, 'pred_ans': '3', 'GT': '9'}
{'idx': 566, 'pred_ans': '7', 'GT': '10'}
{'idx': 688, 'pred_ans': '260', 'GT': '100'}
{'idx': 1087, 'pred_ans': '0', 'GT': '12'}
{'idx': 840, 'pred_ans': '14', 'GT': '16'}
{'idx': 323, 'pred_ans': '25', 'GT': '75'}
{'idx': 1093, 'pred_ans': '72', 'GT': '144'}
{'idx': 739, 'pred_ans': '90', 'GT': '98'}
{'idx': 145, 'pred_ans': '12000', 'GT': '4000'}
{'idx': 211, 'pred_ans': '27', 'GT': '4'}
{'idx': 1316, 'pred_ans': '150', 'GT': '230'}
{'idx': 526, 'pred_ans': '0', 'GT': '21'}
{'idx': 726, 'pred_ans': '11', 'GT': '10'}
{'idx': 1117, 'pred_ans': '459', 'GT': '9'}
{'idx': 153, 'pred_ans': '34', 'GT': '48'}
{'idx': 183, 'pred_ans': '68', 'GT': '2'}
{'idx': 1247, 'pred_ans': '8', 'GT': '7'}
{'idx': 78, 'pred_ans': '4', 'GT': '6'}
{'idx': 933, 'pred_ans': '5', 'GT': '15'}
{'idx': 814, 'pred_ans': '1', 'GT': '11'}
{'idx': 1130, 'pred_ans': '12', 'GT': '25'}
{'idx': 157, 'pred_ans': '900', 'GT': '80'}
{'idx': 1079, 'pred_ans': '20', 'GT': '10'}
{'idx': 883, 'pred_ans': '80', 'GT': '25'}
{'idx': 959, 'pred_ans': '8', 'GT': '7'}
{'idx': 505, 'pred_ans': '4', 'GT': '1600'}
{'idx': 367, 'pred_ans': '7', 'GT': '19'}
{'idx': 930, 'pred_ans': '62', 'GT': '14'}
{'idx': 768, 'pred_ans': '600', 'GT': '675'}
{'idx': 297, 'pred_ans': '35', 'GT': '55'}
{'idx': 986, 'pred_ans': '25', 'GT': '70'}
{'idx': 1103, 'pred_ans': '6', 'GT': '90'}
{'idx': 1138, 'pred_ans': '30', 'GT': '700'}
{'idx': 1237, 'pred_ans': '91', 'GT': '78'}
{'idx': 564, 'pred_ans': '284', 'GT': '240'}
{'idx': 74, 'pred_ans': '87', 'GT': '88'}
{'idx': 1083, 'pred_ans': '-112', 'GT': '2'}
{'idx': 249, 'pred_ans': '6000', 'GT': '5600'}
{'idx': 1253, 'pred_ans': '5760', 'GT': '120'}
{'idx': 20, 'pred_ans': '9', 'GT': '15'}
{'idx': 225, 'pred_ans': '12', 'GT': '9'}
{'idx': 250, 'pred_ans': '3', 'GT': '17'}
{'idx': 94, 'pred_ans': '228', 'GT': '348'}
{'idx': 826, 'pred_ans': '15', 'GT': '27'}
{'idx': 928, 'pred_ans': '45', 'GT': '60'}
{'idx': 557, 'pred_ans': '56', 'GT': '70'}
{'idx': 310, 'pred_ans': '1100', 'GT': '2050'}
{'idx': 914, 'pred_ans': '30', 'GT': '3'}
{'idx': 811, 'pred_ans': '84', 'GT': '60'}
{'idx': 972, 'pred_ans': '80', 'GT': '120'}
{'idx': 191, 'pred_ans': '1', 'GT': '5'}
{'idx': 1243, 'pred_ans': '60', 'GT': '50'}
{'idx': 952, 'pred_ans': '1560', 'GT': '360'}
{'idx': 399, 'pred_ans': '7', 'GT': '12'}
{'idx': 232, 'pred_ans': '150', 'GT': '75'}
{'idx': 1067, 'pred_ans': '21350', 'GT': '245'}
{'idx': 658, 'pred_ans': '0', 'GT': '120'}
{'idx': 588, 'pred_ans': '51', 'GT': '52'}
{'idx': 990, 'pred_ans': '18', 'GT': '14'}
{'idx': 1040, 'pred_ans': '1727', 'GT': '736'}
{'idx': 771, 'pred_ans': '5', 'GT': '3'}
{'idx': 287, 'pred_ans': '5', 'GT': '8'}
{'idx': 839, 'pred_ans': '25', 'GT': '2'}
{'idx': 369, 'pred_ans': '1022', 'GT': '1198'}
{'idx': 252, 'pred_ans': '10', 'GT': '73'}
{'idx': 203, 'pred_ans': '28', 'GT': '31'}
{'idx': 991, 'pred_ans': '30', 'GT': '15'}
{'idx': 554, 'pred_ans': '3', 'GT': '54'}
{'idx': 1027, 'pred_ans': '6', 'GT': '12'}
{'idx': 265, 'pred_ans': '19500', 'GT': '9500'}
{'idx': 677, 'pred_ans': '20', 'GT': '36'}
{'idx': 1074, 'pred_ans': '250', 'GT': '750'}
{'idx': 888, 'pred_ans': '11', 'GT': '10'}
{'idx': 1136, 'pred_ans': '36', 'GT': '26'}
{'idx': 796, 'pred_ans': '240000', 'GT': '2880000'}
{'idx': 1045, 'pred_ans': '390', 'GT': '420'}
{'idx': 466, 'pred_ans': '4', 'GT': '1'}
{'idx': 615, 'pred_ans': '23', 'GT': '33'}
{'idx': 1113, 'pred_ans': '6', 'GT': '-3'}
{'idx': 935, 'pred_ans': '0', 'GT': '64800'}
{'idx': 65, 'pred_ans': '8', 'GT': '36'}
{'idx': 64, 'pred_ans': '1200', 'GT': '300'}
{'idx': 1226, 'pred_ans': '66', 'GT': '90'}
{'idx': 400, 'pred_ans': '6', 'GT': '48'}
{'idx': 327, 'pred_ans': '23', 'GT': '31'}
{'idx': 1114, 'pred_ans': '18', 'GT': '8'}
{'idx': 743, 'pred_ans': '0', 'GT': '8'}
{'idx': 1241, 'pred_ans': '0', 'GT': '8'}
{'idx': 10, 'pred_ans': '328', 'GT': '366'}
{'idx': 40, 'pred_ans': '2', 'GT': '8'}
{'idx': 325, 'pred_ans': '160000', 'GT': '224000'}
{'idx': 667, 'pred_ans': '1', 'GT': '53'}
{'idx': 102, 'pred_ans': '28', 'GT': '26'}
{'idx': 322, 'pred_ans': '3', 'GT': '9'}
{'idx': 488, 'pred_ans': '12', 'GT': '6'}
{'idx': 728, 'pred_ans': '38', 'GT': '40'}
{'idx': 259, 'pred_ans': '88', 'GT': '168'}
{'idx': 563, 'pred_ans': '10', 'GT': '12'}
{'idx': 1046, 'pred_ans': '2', 'GT': '189'}
{'idx': 837, 'pred_ans': '460', 'GT': '120'}
{'idx': 1160, 'pred_ans': '1225', 'GT': '1125'}
{'idx': 1198, 'pred_ans': '100', 'GT': '140'}
{'idx': 825, 'pred_ans': '247', 'GT': '153'}
{'idx': 987, 'pred_ans': '27', 'GT': '3'}
{'idx': 932, 'pred_ans': '16', 'GT': '24'}
{'idx': 1107, 'pred_ans': '6', 'GT': '360'}
{'idx': 865, 'pred_ans': '52', 'GT': '23'}
{'idx': 761, 'pred_ans': '12', 'GT': '27'}
{'idx': 162, 'pred_ans': '36', 'GT': '92'}
{'idx': 1269, 'pred_ans': '0', 'GT': '54'}
{'idx': 697, 'pred_ans': '81', 'GT': '27'}
{'idx': 118, 'pred_ans': '6', 'GT': '4'}
{'idx': 165, 'pred_ans': '0', 'GT': '77'}
{'idx': 1011, 'pred_ans': '5000', 'GT': '6000'}
{'idx': 245, 'pred_ans': '14', 'GT': '7'}
{'idx': 384, 'pred_ans': '21', 'GT': '32'}
{'idx': 81, 'pred_ans': '15', 'GT': '17'}
{'idx': 235, 'pred_ans': '5', 'GT': '10'}
{'idx': 1199, 'pred_ans': '1', 'GT': '2'}
{'idx': 1176, 'pred_ans': '0', 'GT': '2'}
{'idx': 1227, 'pred_ans': '792', 'GT': '66'}
{'idx': 1298, 'pred_ans': '5', 'GT': '31'}
{'idx': 93, 'pred_ans': '0', 'GT': '36'}
{'idx': 937, 'pred_ans': '99', 'GT': '159'}
{'idx': 605, 'pred_ans': '40', 'GT': '42'}
{'idx': 546, 'pred_ans': '156', 'GT': '130'}
{'idx': 167, 'pred_ans': '6', 'GT': '16'}
{'idx': 458, 'pred_ans': '23', 'GT': '35'}
{'idx': 1193, 'pred_ans': '18', 'GT': '9'}
{'idx': 234, 'pred_ans': '156', 'GT': '21'}
{'idx': 301, 'pred_ans': '64', 'GT': '8'}
{'idx': 832, 'pred_ans': '30', 'GT': '42'}
{'idx': 80, 'pred_ans': '14', 'GT': '10'}
{'idx': 656, 'pred_ans': '20', 'GT': '10'}
{'idx': 1094, 'pred_ans': '4167', 'GT': '25'}
{'idx': 1001, 'pred_ans': '20', 'GT': '2'}
{'idx': 481, 'pred_ans': '3', 'GT': '84'}
{'idx': 596, 'pred_ans': '224', 'GT': '260'}
{'idx': 1156, 'pred_ans': '0', 'GT': '120'}
{'idx': 696, 'pred_ans': '175', 'GT': '145'}
{'idx': 693, 'pred_ans': '56', 'GT': '68'}
{'idx': 753, 'pred_ans': '42', 'GT': '128'}
{'idx': 1317, 'pred_ans': '80', 'GT': '5'}
{'idx': 1202, 'pred_ans': '6', 'GT': '19'}
{'idx': 680, 'pred_ans': '60', 'GT': '20'}
{'idx': 1078, 'pred_ans': '2', 'GT': '8'}
{'idx': 341, 'pred_ans': '200', 'GT': '260'}
{'idx': 173, 'pred_ans': '19800', 'GT': '18000'}
{'idx': 133, 'pred_ans': '11', 'GT': '13'}
{'idx': 992, 'pred_ans': '15', 'GT': '52'}
{'idx': 1220, 'pred_ans': '40', 'GT': '32'}
{'idx': 197, 'pred_ans': '3807', 'GT': '6277'}
{'idx': 436, 'pred_ans': '158', 'GT': '15'}
{'idx': 694, 'pred_ans': '17', 'GT': '9'}
{'idx': 411, 'pred_ans': '1290', 'GT': '1110'}
{'idx': 37, 'pred_ans': '11', 'GT': '2'}
{'idx': 576, 'pred_ans': '3904', 'GT': '11232'}
{'idx': 823, 'pred_ans': '22', 'GT': '14'}
{'idx': 666, 'pred_ans': '50', 'GT': '120'}
{'idx': 35, 'pred_ans': '13', 'GT': '9'}
{'idx': 1032, 'pred_ans': '225', 'GT': '450'}
{'idx': 606, 'pred_ans': '2', 'GT': '6'}
{'idx': 1305, 'pred_ans': '59195', 'GT': '2325'}
{'idx': 213, 'pred_ans': '350', 'GT': '250'}
{'idx': 397, 'pred_ans': '30', 'GT': '25'}
{'idx': 410, 'pred_ans': '2', 'GT': '3'}
{'idx': 774, 'pred_ans': '8', 'GT': '10'}
{'idx': 76, 'pred_ans': '183', 'GT': '5'}
{'idx': 1042, 'pred_ans': '11', 'GT': '3'}
{'idx': 351, 'pred_ans': '40', 'GT': '10'}
{'idx': 943, 'pred_ans': '45', 'GT': '50'}
{'idx': 445, 'pred_ans': '4', 'GT': '6'}
{'idx': 267, 'pred_ans': '23', 'GT': '91'}
{'idx': 1274, 'pred_ans': '26', 'GT': '38'}
{'idx': 324, 'pred_ans': '17', 'GT': '14'}
{'idx': 610, 'pred_ans': '66280', 'GT': '65960'}
{'idx': 635, 'pred_ans': '6', 'GT': '4'}
{'idx': 156, 'pred_ans': '2', 'GT': '1400'}
{'idx': 97, 'pred_ans': '6', 'GT': '12'}
{'idx': 434, 'pred_ans': '1', 'GT': '5'}
{'idx': 257, 'pred_ans': '480', 'GT': '5600'}
{'idx': 611, 'pred_ans': '150000', 'GT': '1450000'}
{'idx': 1134, 'pred_ans': '60', 'GT': '7'}
{'idx': 657, 'pred_ans': '12', 'GT': '330000'}
{'idx': 808, 'pred_ans': '4', 'GT': '12'}
{'idx': 1072, 'pred_ans': '105', 'GT': '85'}
{'idx': 457, 'pred_ans': '5', 'GT': '45'}
{'idx': 923, 'pred_ans': '6', 'GT': '2'}
{'idx': 451, 'pred_ans': '170', 'GT': '11050'}
{'idx': 1115, 'pred_ans': '7', 'GT': '5'}
{'idx': 1036, 'pred_ans': '5', 'GT': '10'}
{'idx': 1301, 'pred_ans': '19', 'GT': '23'}
{'idx': 328, 'pred_ans': '3', 'GT': '2'}
{'idx': 299, 'pred_ans': '4800', 'GT': '31800'}
{'idx': 813, 'pred_ans': '15', 'GT': '7'}
{'idx': 461, 'pred_ans': '3', 'GT': '9'}
{'idx': 428, 'pred_ans': '4', 'GT': '26'}
{'idx': 529, 'pred_ans': '1', 'GT': '11'}
{'idx': 385, 'pred_ans': '29', 'GT': '16'}
{'idx': 862, 'pred_ans': '1200', 'GT': '40'}
{'idx': 791, 'pred_ans': '47', 'GT': '100'}
{'idx': 638, 'pred_ans': '42', 'GT': '12'}
{'idx': 1016, 'pred_ans': '7', 'GT': '138'}
{'idx': 931, 'pred_ans': '45', 'GT': '50'}
{'idx': 603, 'pred_ans': '9', 'GT': '1800'}
{'idx': 1286, 'pred_ans': '5', 'GT': '105'}
{'idx': 1182, 'pred_ans': '54', 'GT': '1800'}
{'idx': 326, 'pred_ans': '8', 'GT': '14'}
{'idx': 342, 'pred_ans': '63', 'GT': '87'}
{'idx': 594, 'pred_ans': '139600', 'GT': '42'}
{'idx': 29, 'pred_ans': '61', 'GT': '104'}
{'idx': 927, 'pred_ans': '510000', 'GT': '85000'}
{'idx': 144, 'pred_ans': '44', 'GT': '20'}
{'idx': 66, 'pred_ans': '32', 'GT': '48'}
{'idx': 1315, 'pred_ans': '-1', 'GT': '5'}
{'idx': 370, 'pred_ans': '720', 'GT': '320'}
{'idx': 1127, 'pred_ans': '480', 'GT': '750'}
{'idx': 470, 'pred_ans': '1', 'GT': '3'}
{'idx': 57, 'pred_ans': '249', 'GT': '83'}
{'idx': 938, 'pred_ans': '0', 'GT': '4'}
{'idx': 1102, 'pred_ans': '70', 'GT': '113'}
{'idx': 1252, 'pred_ans': '40', 'GT': '70'}
{'idx': 730, 'pred_ans': '57', 'GT': '8'}
{'idx': 993, 'pred_ans': '44', 'GT': '11'}
{'idx': 1033, 'pred_ans': '243', 'GT': '2'}
{'idx': 409, 'pred_ans': '30000', 'GT': '168000'}
{'idx': 114, 'pred_ans': '300', 'GT': '6'}
{'idx': 420, 'pred_ans': '13000', 'GT': '17000'}
{'idx': 1149, 'pred_ans': '31', 'GT': '93'}
{'idx': 1062, 'pred_ans': '470', 'GT': '482'}
{'idx': 785, 'pred_ans': '115', 'GT': '155'}
{'idx': 11, 'pred_ans': '734', 'GT': '694'}
{'idx': 1224, 'pred_ans': '6', 'GT': '5'}
{'idx': 940, 'pred_ans': '1960', 'GT': '280'}
{'idx': 1183, 'pred_ans': '15', 'GT': '11'}
{'idx': 1052, 'pred_ans': '370', 'GT': '110'}
{'idx': 828, 'pred_ans': '0', 'GT': '60'}
{'idx': 475, 'pred_ans': '7', 'GT': '20'}
{'idx': 1122, 'pred_ans': '0', 'GT': '18'}
{'idx': 408, 'pred_ans': '30', 'GT': '20'}
{'idx': 464, 'pred_ans': '95', 'GT': '6'}
{'idx': 806, 'pred_ans': '140', 'GT': '70'}
{'idx': 1184, 'pred_ans': '15', 'GT': '306'}
{'idx': 1214, 'pred_ans': '1', 'GT': '5'}
{'idx': 631, 'pred_ans': '4600', 'GT': '4800'}
{'idx': 89, 'pred_ans': '8', 'GT': '24'}
{'idx': 961, 'pred_ans': '295', 'GT': '225'}
{'idx': 60, 'pred_ans': '18', 'GT': '17'}
{'idx': 1002, 'pred_ans': '9', 'GT': '8'}
{'idx': 1258, 'pred_ans': '70', 'GT': '60'}
{'idx': 177, 'pred_ans': '7400', 'GT': '350'}
{'idx': 1123, 'pred_ans': '45', 'GT': '105'}
{'idx': 751, 'pred_ans': '67', 'GT': '43'}
{'idx': 354, 'pred_ans': '195', 'GT': '45'}
{'idx': 848, 'pred_ans': '20', 'GT': '10'}
{'idx': 827, 'pred_ans': '169', 'GT': '11'}
{'idx': 497, 'pred_ans': '448', 'GT': '112'}
{'idx': 70, 'pred_ans': '2275', 'GT': '7425'}
{'idx': 805, 'pred_ans': '870', 'GT': '1170'}
{'idx': 1022, 'pred_ans': '26', 'GT': '12'}
{'idx': 1203, 'pred_ans': '420', 'GT': '240'}
{'idx': 581, 'pred_ans': '35', 'GT': '215'}
{'idx': 1288, 'pred_ans': '25', 'GT': '34'}
{'idx': 1025, 'pred_ans': '80', 'GT': '30'}
{'idx': 681, 'pred_ans': '12', 'GT': '298'}
{'idx': 247, 'pred_ans': '29', 'GT': '32'}
{'idx': 607, 'pred_ans': '0', 'GT': '10'}
{'idx': 380, 'pred_ans': '5475', 'GT': '803'}
{'idx': 204, 'pred_ans': '92', 'GT': '98'}
{'idx': 1139, 'pred_ans': '20', 'GT': '1'}
{'idx': 44, 'pred_ans': '1960', 'GT': '20'}
{'idx': 593, 'pred_ans': '8', 'GT': '3'}
{'idx': 707, 'pred_ans': '1', 'GT': '8'}
{'idx': 477, 'pred_ans': '17', 'GT': '20'}
{'idx': 896, 'pred_ans': '3000', 'GT': '250'}
{'idx': 454, 'pred_ans': '240', 'GT': '150'}
{'idx': 1080, 'pred_ans': '400', 'GT': '72000'}
{'idx': 864, 'pred_ans': '120', 'GT': '80'}
{'idx': 443, 'pred_ans': '2', 'GT': '59'}
{'idx': 780, 'pred_ans': '0', 'GT': '25'}
{'idx': 52, 'pred_ans': '30', 'GT': '15'}
{'idx': 45, 'pred_ans': '41', 'GT': '104'}
{'idx': 62, 'pred_ans': '75000', 'GT': '25000'}
{'idx': 650, 'pred_ans': '60', 'GT': '142'}
{'idx': 209, 'pred_ans': '160', 'GT': '145'}
{'idx': 468, 'pred_ans': '200', 'GT': '120'}
{'idx': 545, 'pred_ans': '600', 'GT': '30'}
{'idx': 912, 'pred_ans': '96', 'GT': '6'}
{'idx': 4, 'pred_ans': '820', 'GT': '20'}
{'idx': 1244, 'pred_ans': '40', 'GT': '35'}
{'idx': 798, 'pred_ans': '24', 'GT': '20'}
{'idx': 58, 'pred_ans': '54', 'GT': '57'}
{'idx': 999, 'pred_ans': '67', 'GT': '25'}
{'idx': 192, 'pred_ans': '80', 'GT': '91'}
{'idx': 777, 'pred_ans': '2200', 'GT': '4400'}
{'idx': 920, 'pred_ans': '45', 'GT': '47'}
{'idx': 1014, 'pred_ans': '40', 'GT': '3'}
{'idx': 522, 'pred_ans': '116', 'GT': '29'}
{'idx': 129, 'pred_ans': '3200000', 'GT': '10000'}
{'idx': 275, 'pred_ans': '1950', 'GT': '138'}
